longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-117.25,33.2,10.0,2050.0,473.0,1302.0,471.0,2.7961,3.0
-116.96,33.79,21.0,2990.0,691.0,2108.0,660.0,2.0135,0.0
-118.08,34.14,45.0,2923.0,604.0,1903.0,560.0,3.1729,0.0
-117.96,33.8,33.0,1984.0,420.0,1119.0,387.0,3.4821,3.0
-123.32,40.43,15.0,661.0,146.0,131.0,57.0,0.4999,0.0
-121.29,37.95,52.0,107.0,79.0,167.0,53.0,0.7917,0.0
-122.45,38.01,36.0,4501.0,832.0,2196.0,800.0,4.3182,1.0
-122.07,37.96,34.0,1692.0,290.0,836.0,289.0,5.0172,1.0
-119.56,36.71,29.0,1963.0,392.0,1208.0,398.0,2.5741,0.0
-122.42,37.75,52.0,1207.0,302.0,1008.0,269.0,3.3816,1.0
-119.04,34.24,20.0,7794.0,1192.0,4169.0,1188.0,5.9316,3.0
-121.02,37.68,25.0,3262.0,588.0,1834.0,578.0,3.996,0.0
-118.21,33.96,39.0,2265.0,628.0,2323.0,599.0,2.1522,3.0
-122.02,37.35,26.0,2785.0,418.0,1221.0,422.0,8.1078,3.0
-121.94,38.89,15.0,1462.0,314.0,774.0,271.0,2.5478,0.0
-122.2,37.79,40.0,1060.0,256.0,667.0,235.0,4.1739,1.0
-119.87,36.78,4.0,6102.0,1114.0,3406.0,1115.0,3.4213,0.0
-122.49,37.75,48.0,2387.0,424.0,1041.0,408.0,3.7562,2.0
-117.24,33.04,13.0,3498.0,663.0,1412.0,618.0,3.212,2.0
-117.23,33.96,5.0,9179.0,1361.0,4573.0,1294.0,5.253,0.0
-122.08,37.6,10.0,3046.0,678.0,2056.0,628.0,3.9022,1.0
-122.24,37.85,52.0,1467.0,190.0,496.0,177.0,7.2574,1.0
-120.25,38.55,15.0,4403.0,891.0,1103.0,433.0,3.0125,0.0
-121.42,37.73,2.0,2682.0,393.0,883.0,271.0,5.9934,0.0
-121.02,40.51,17.0,890.0,167.0,406.0,154.0,3.3036,0.0
-117.57,34.07,4.0,2152.0,580.0,1083.0,441.0,3.1458,0.0
-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,1.0
-117.89,33.78,16.0,6352.0,1747.0,5085.0,1649.0,2.8835,3.0
-121.56,39.52,9.0,818.0,197.0,358.0,197.0,1.7708,0.0
-118.26,33.89,36.0,923.0,165.0,603.0,191.0,3.5687,3.0
-121.92,36.55,52.0,2616.0,483.0,582.0,313.0,3.275,2.0
-118.27,34.03,51.0,1280.0,422.0,1560.0,381.0,1.7115,3.0
-121.41,39.04,16.0,1698.0,300.0,731.0,291.0,3.0739,0.0
-117.01,32.79,33.0,4015.0,663.0,1864.0,664.0,4.3152,3.0
-118.12,33.77,20.0,4534.0,954.0,1941.0,892.0,6.0362,2.0
-118.43,34.08,46.0,778.0,90.0,238.0,93.0,15.0001,3.0
-119.04,35.36,40.0,1533.0,312.0,771.0,306.0,3.0435,0.0
-122.25,37.86,52.0,4048.0,663.0,1316.0,590.0,5.3794,1.0
-119.74,36.73,42.0,1236.0,272.0,946.0,261.0,2.0536,0.0
-121.8,39.75,11.0,7212.0,1355.0,3264.0,1264.0,3.1125,0.0
-122.5,37.77,52.0,2739.0,569.0,1312.0,531.0,3.5833,1.0
-120.72,35.63,31.0,3476.0,644.0,1476.0,567.0,3.3472,3.0
-118.1,33.96,36.0,2013.0,435.0,1476.0,475.0,3.9549,3.0
-118.35,34.03,42.0,2043.0,512.0,1634.0,501.0,1.9928,3.0
-121.42,37.74,38.0,773.0,147.0,320.0,134.0,2.825,0.0
-118.14,33.94,35.0,2987.0,601.0,1561.0,606.0,4.0039,3.0
-121.77,36.94,18.0,1063.0,341.0,1033.0,313.0,2.0192,3.0
-122.0,36.98,43.0,1636.0,324.0,792.0,325.0,3.5562,2.0
-117.09,32.62,37.0,1925.0,428.0,1344.0,426.0,2.4866,2.0
-122.41,37.77,52.0,361.0,76.0,168.0,55.0,3.2292,1.0
-122.26,38.57,22.0,509.0,103.0,139.0,73.0,2.1979,0.0
-119.18,34.27,6.0,2307.0,386.0,910.0,364.0,5.215,2.0
-118.15,34.14,45.0,543.0,191.0,454.0,181.0,2.3,3.0
-118.35,34.1,26.0,3977.0,1050.0,1720.0,935.0,3.358,3.0
-117.96,33.71,19.0,4328.0,849.0,2243.0,808.0,5.5702,3.0
-118.55,34.19,36.0,978.0,170.0,475.0,192.0,4.675,3.0
-121.49,38.58,52.0,2151.0,664.0,1146.0,603.0,1.4034,0.0
-117.55,33.52,15.0,426.0,62.0,133.0,45.0,5.136,3.0
-119.77,36.84,15.0,2058.0,412.0,891.0,378.0,3.2569,0.0
-118.29,33.75,37.0,1319.0,292.0,766.0,285.0,2.7031,2.0
-117.97,33.93,33.0,1700.0,369.0,981.0,362.0,4.5461,3.0
-122.19,37.44,38.0,3383.0,456.0,1203.0,465.0,9.3198,2.0
-118.36,33.96,25.0,1849.0,518.0,1498.0,451.0,2.8378,3.0
-121.23,37.99,38.0,523.0,80.0,226.0,72.0,5.5693,0.0
-121.28,38.9,31.0,1297.0,259.0,765.0,240.0,2.7656,0.0
-122.93,38.38,18.0,2562.0,500.0,1128.0,414.0,3.9336,3.0
-122.7,38.36,11.0,5817.0,878.0,2538.0,876.0,4.221,3.0
-120.63,37.41,27.0,2083.0,444.0,1462.0,479.0,2.6439,0.0
-118.49,34.05,52.0,2416.0,291.0,810.0,270.0,13.8556,3.0
-121.26,38.13,38.0,1419.0,411.0,1226.0,397.0,2.2188,0.0
-122.25,38.15,24.0,2917.0,543.0,1878.0,531.0,3.7014,1.0
-118.92,35.38,33.0,3122.0,579.0,1733.0,545.0,3.8307,0.0
-117.94,33.88,35.0,1694.0,296.0,679.0,282.0,4.3333,3.0
-116.91,32.81,22.0,4331.0,637.0,1952.0,654.0,5.4834,3.0
-119.31,34.44,5.0,403.0,48.0,208.0,54.0,12.632,2.0
-122.28,37.86,52.0,3007.0,691.0,1582.0,636.0,2.5652,1.0
-117.93,33.78,28.0,4380.0,820.0,2187.0,835.0,3.9018,3.0
-117.92,33.76,26.0,784.0,177.0,662.0,169.0,2.8438,3.0
-117.2,32.8,33.0,2573.0,436.0,1084.0,443.0,4.2417,2.0
-117.69,34.05,10.0,1875.0,366.0,1055.0,363.0,4.3264,0.0
-118.16,34.07,41.0,247.0,55.0,925.0,50.0,3.5769,3.0
-118.22,33.96,35.0,1437.0,474.0,2113.0,484.0,2.6179,3.0
-118.19,33.95,44.0,1436.0,271.0,850.0,269.0,3.2768,3.0
-118.36,33.8,38.0,2553.0,400.0,1042.0,393.0,6.9742,2.0
-118.31,33.73,52.0,1665.0,280.0,656.0,282.0,5.249,2.0
-121.87,37.34,52.0,1087.0,166.0,650.0,194.0,6.6345,3.0
-121.79,36.64,11.0,32627.0,6445.0,28566.0,6082.0,2.3087,3.0
-117.17,32.78,17.0,3845.0,1051.0,3102.0,944.0,2.3658,2.0
-121.98,38.32,45.0,19.0,5.0,7460.0,6.0,10.2264,0.0
-122.05,37.68,32.0,2015.0,318.0,1019.0,340.0,6.1104,1.0
-118.39,34.2,19.0,2012.0,732.0,3483.0,731.0,2.2234,3.0
-118.07,33.89,35.0,1145.0,274.0,1651.0,265.0,3.125,3.0
-122.0,37.23,36.0,3191.0,430.0,1234.0,440.0,9.0704,3.0
-117.69,33.6,16.0,2205.0,393.0,1333.0,402.0,3.475,3.0
-118.12,33.85,37.0,2584.0,453.0,1333.0,481.0,4.3661,3.0
-117.71,33.63,16.0,2497.0,500.0,1357.0,456.0,4.5909,3.0
-122.59,37.97,46.0,4036.0,856.0,1872.0,833.0,4.5625,2.0
-119.17,34.18,38.0,3221.0,783.0,2792.0,736.0,2.9118,2.0
-121.24,38.0,25.0,1471.0,300.0,721.0,304.0,2.4688,0.0
-122.75,38.43,36.0,1599.0,345.0,1086.0,314.0,2.6667,3.0
-118.42,33.99,35.0,1701.0,482.0,1428.0,494.0,3.725,3.0
-122.58,38.38,27.0,3800.0,728.0,1587.0,605.0,4.7237,3.0
-118.45,34.01,40.0,1361.0,240.0,559.0,229.0,6.3516,3.0
-117.17,34.12,2.0,3867.0,573.0,1275.0,433.0,5.4138,0.0
-117.07,33.03,14.0,6665.0,1231.0,2026.0,1001.0,5.09,3.0
-121.94,37.33,36.0,1893.0,359.0,797.0,360.0,3.6818,3.0
-117.38,33.98,10.0,642.0,176.0,462.0,186.0,2.1528,0.0
-124.3,41.8,19.0,2672.0,552.0,1298.0,478.0,1.9797,2.0
-117.74,34.06,4.0,1391.0,506.0,727.0,369.0,1.4722,0.0
-122.42,37.74,52.0,1674.0,346.0,734.0,335.0,3.8864,1.0
-122.13,37.71,44.0,1613.0,339.0,776.0,346.0,3.1103,1.0
-117.84,33.8,35.0,1490.0,251.0,629.0,257.0,4.3661,3.0
-118.14,33.86,44.0,1436.0,257.0,745.0,233.0,4.625,3.0
-118.23,34.1,41.0,1353.0,379.0,1536.0,416.0,2.1687,3.0
-121.96,37.34,42.0,2001.0,402.0,942.0,375.0,4.4453,3.0
-117.77,33.54,47.0,3090.0,652.0,1105.0,582.0,4.1699,3.0
-121.91,39.14,45.0,845.0,155.0,343.0,136.0,2.125,0.0
-117.68,33.51,4.0,2428.0,401.0,959.0,386.0,6.2661,3.0
-118.31,34.18,11.0,3112.0,890.0,1700.0,851.0,3.1587,3.0
-118.01,33.95,36.0,1579.0,290.0,816.0,276.0,4.4318,3.0
-118.43,34.16,34.0,2459.0,489.0,1139.0,463.0,4.0347,3.0
-121.9,36.61,29.0,3412.0,827.0,1574.0,759.0,2.9309,2.0
-118.27,33.98,44.0,1722.0,457.0,2177.0,401.0,2.125,3.0
-122.19,37.76,49.0,1368.0,282.0,790.0,269.0,1.7056,1.0
-120.98,37.65,40.0,422.0,63.0,158.0,63.0,7.3841,0.0
-116.99,32.8,34.0,3657.0,538.0,1513.0,562.0,5.2907,3.0
-122.44,37.79,52.0,1903.0,461.0,831.0,433.0,4.4464,1.0
-117.97,33.68,16.0,4508.0,598.0,2221.0,623.0,7.3731,3.0
-117.33,33.22,21.0,2868.0,602.0,855.0,559.0,2.7846,2.0
-118.17,33.89,11.0,3605.0,880.0,3637.0,873.0,2.6328,3.0
-118.8,34.19,4.0,15572.0,2222.0,5495.0,2152.0,8.6499,3.0
-118.12,34.14,52.0,2337.0,352.0,981.0,328.0,5.8692,3.0
-122.65,38.23,52.0,1735.0,347.0,712.0,343.0,3.1711,3.0
-118.2,33.88,40.0,1699.0,346.0,1188.0,329.0,4.2083,3.0
-118.27,33.77,26.0,2272.0,694.0,2567.0,595.0,1.9964,2.0
-122.03,37.62,35.0,2072.0,352.0,1001.0,350.0,4.7109,1.0
-117.82,33.78,25.0,4977.0,645.0,2061.0,646.0,6.58,3.0
-118.45,34.04,22.0,3319.0,1045.0,1848.0,940.0,3.6673,3.0
-117.19,34.27,16.0,7961.0,1147.0,879.0,280.0,5.2146,0.0
-122.09,37.64,32.0,1578.0,284.0,836.0,292.0,3.9063,1.0
-122.87,38.62,18.0,2721.0,557.0,1667.0,539.0,3.1875,3.0
-118.33,34.11,38.0,3495.0,1100.0,1939.0,994.0,2.2148,3.0
-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201,3.0
-122.23,37.79,52.0,1783.0,395.0,1659.0,412.0,2.9357,1.0
-117.89,33.74,34.0,1759.0,353.0,2083.0,330.0,3.2292,3.0
-121.61,36.67,39.0,3260.0,821.0,3130.0,793.0,2.5224,3.0
-121.85,39.72,18.0,7272.0,1559.0,5022.0,1524.0,1.6911,0.0
-118.01,33.82,10.0,3897.0,893.0,1992.0,693.0,4.1591,3.0
-118.66,34.1,12.0,2560.0,365.0,907.0,366.0,10.076,2.0
-121.74,39.59,24.0,1535.0,279.0,726.0,272.0,2.3833,0.0
-118.33,33.96,24.0,6513.0,1290.0,2636.0,1271.0,4.2099,3.0
-118.38,34.2,32.0,993.0,285.0,1044.0,248.0,2.4306,3.0
-118.88,34.21,26.0,1590.0,196.0,654.0,199.0,6.5851,3.0
-118.21,33.82,33.0,1278.0,311.0,1157.0,320.0,3.5054,2.0
-118.38,33.87,21.0,4151.0,1018.0,2054.0,925.0,4.9821,3.0
-118.3,34.09,25.0,2345.0,852.0,2860.0,862.0,1.4497,3.0
-117.25,33.05,16.0,2794.0,476.0,1387.0,442.0,4.3286,2.0
-122.21,37.47,26.0,1777.0,555.0,1966.0,497.0,3.0472,2.0
-121.35,38.66,8.0,3322.0,805.0,1694.0,774.0,2.7011,0.0
-118.45,37.37,26.0,3135.0,524.0,1385.0,523.0,4.337,0.0
-122.21,37.43,23.0,5741.0,1012.0,1843.0,888.0,5.7211,2.0
-122.51,37.76,43.0,2345.0,624.0,1439.0,614.0,2.8448,2.0
-118.17,33.96,25.0,3297.0,1066.0,5027.0,1041.0,2.2817,3.0
-121.02,37.67,32.0,3951.0,797.0,1916.0,740.0,2.6722,0.0
-118.04,34.07,52.0,177.0,59.0,269.0,75.0,2.3611,3.0
-122.22,37.79,46.0,2366.0,575.0,1647.0,527.0,2.6042,1.0
-119.98,36.74,26.0,1453.0,251.0,896.0,260.0,3.4861,0.0
-119.25,36.32,32.0,1821.0,345.0,812.0,299.0,2.75,0.0
-118.27,33.97,34.0,1462.0,394.0,1310.0,351.0,1.1557,3.0
-118.08,33.78,34.0,2287.0,347.0,1051.0,346.0,5.5767,3.0
-118.01,33.83,23.0,1086.0,268.0,825.0,250.0,2.4609,3.0
-117.91,33.77,26.0,5556.0,1398.0,4545.0,1333.0,3.0902,3.0
-117.07,33.04,4.0,2271.0,578.0,926.0,391.0,3.6437,3.0
-118.49,34.25,33.0,2088.0,383.0,960.0,362.0,4.3333,3.0
-117.21,32.82,31.0,2035.0,383.0,866.0,360.0,3.8529,2.0
-117.99,33.78,19.0,7399.0,1698.0,3554.0,1593.0,3.1049,3.0
-118.37,34.13,28.0,4287.0,627.0,1498.0,615.0,8.5677,3.0
-122.66,38.2,39.0,2889.0,517.0,1351.0,489.0,4.3056,3.0
-118.85,34.25,17.0,5593.0,732.0,1992.0,660.0,7.2965,3.0
-117.41,33.96,27.0,2341.0,418.0,1272.0,415.0,3.0208,0.0
-117.88,33.72,36.0,1910.0,352.0,1593.0,329.0,3.89,3.0
-120.08,36.96,36.0,2074.0,349.0,954.0,363.0,3.1136,0.0
-118.03,33.84,28.0,3857.0,857.0,2328.0,830.0,4.0156,3.0
-122.28,37.9,52.0,2318.0,328.0,779.0,312.0,7.1754,1.0
-122.15,37.74,49.0,1494.0,316.0,611.0,288.0,2.2,1.0
-117.09,32.56,8.0,864.0,156.0,626.0,172.0,4.8984,2.0
-121.81,37.31,15.0,1898.0,395.0,1527.0,381.0,4.4792,3.0
-121.11,35.52,9.0,6044.0,1222.0,2239.0,972.0,3.24,2.0
-116.88,34.24,13.0,4137.0,796.0,573.0,218.0,4.6394,0.0
-118.15,34.71,36.0,1338.0,250.0,709.0,250.0,3.5625,0.0
-119.64,36.85,15.0,2397.0,353.0,1258.0,347.0,4.9904,0.0
-122.41,37.98,36.0,60.0,15.0,42.0,25.0,1.4583,1.0
-118.28,33.81,29.0,2755.0,508.0,2046.0,488.0,5.2034,3.0
-120.77,40.65,11.0,2635.0,667.0,280.0,132.0,1.7214,0.0
-117.92,33.85,38.0,2082.0,532.0,1592.0,510.0,2.3704,3.0
-122.49,37.78,42.0,2723.0,579.0,1419.0,519.0,3.6429,1.0
-122.1,37.36,32.0,1433.0,199.0,498.0,201.0,9.3586,1.0
-122.44,37.71,52.0,2711.0,591.0,1848.0,524.0,3.9567,1.0
-122.28,38.22,42.0,106.0,18.0,40.0,25.0,7.5197,1.0
-122.23,40.63,16.0,1141.0,220.0,563.0,200.0,2.3287,0.0
-117.85,33.62,18.0,729.0,105.0,316.0,108.0,10.3893,3.0
-121.45,41.04,33.0,2029.0,378.0,936.0,343.0,2.67,0.0
-117.17,33.83,7.0,77.0,12.0,64.0,15.0,4.6,0.0
-119.71,36.81,9.0,1122.0,290.0,662.0,284.0,2.0536,0.0
-121.94,37.29,20.0,710.0,188.0,363.0,176.0,4.0962,3.0
-117.05,34.02,21.0,3098.0,646.0,1351.0,614.0,2.598,0.0
-117.1,32.68,49.0,1412.0,350.0,1200.0,332.0,2.0398,2.0
-118.09,34.63,31.0,1537.0,416.0,1239.0,397.0,1.9722,0.0
-122.49,37.76,49.0,1724.0,295.0,795.0,297.0,4.3977,1.0
-122.34,41.21,26.0,178.0,40.0,55.0,25.0,2.0375,0.0
-122.0,37.54,26.0,1910.0,371.0,852.0,357.0,5.8325,3.0
-120.21,39.35,7.0,914.0,159.0,85.0,34.0,4.7917,0.0
-119.69,36.43,29.0,1799.0,356.0,1278.0,387.0,1.7813,0.0
-118.31,33.78,30.0,4573.0,819.0,2411.0,819.0,3.5804,3.0
-117.28,33.72,11.0,1161.0,235.0,640.0,210.0,2.1667,3.0
-117.97,33.68,26.0,3653.0,568.0,1930.0,585.0,5.7301,3.0
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,1.0
-117.68,34.01,20.0,7326.0,1555.0,5718.0,1538.0,3.2073,0.0
-117.99,33.82,33.0,2342.0,475.0,1367.0,509.0,4.1167,3.0
-117.72,34.05,31.0,2220.0,526.0,1662.0,472.0,2.7321,0.0
-117.85,34.14,35.0,1582.0,248.0,654.0,221.0,4.9091,0.0
-121.7,39.36,37.0,2330.0,495.0,1505.0,470.0,2.0474,0.0
-120.35,40.63,33.0,240.0,49.0,63.0,22.0,3.625,0.0
-118.36,33.85,34.0,1086.0,197.0,509.0,158.0,6.1133,3.0
-118.88,34.19,26.0,2296.0,275.0,842.0,263.0,7.7889,3.0
-122.0,38.03,4.0,2341.0,408.0,1235.0,431.0,6.0424,0.0
-118.03,33.78,25.0,3554.0,528.0,1600.0,537.0,6.6453,3.0
-117.07,32.62,19.0,5016.0,1173.0,2750.0,1081.0,2.7838,2.0
-122.03,37.61,33.0,1518.0,302.0,831.0,268.0,5.097,1.0
-118.09,34.01,42.0,897.0,229.0,1094.0,238.0,2.0729,3.0
-121.02,37.62,30.0,1721.0,399.0,1878.0,382.0,2.5363,0.0
-118.02,33.82,21.0,2052.0,456.0,1173.0,432.0,3.7885,3.0
-116.86,33.97,11.0,658.0,131.0,376.0,120.0,2.3977,0.0
-118.3,33.88,29.0,850.0,229.0,563.0,204.0,3.7375,3.0
-123.64,39.45,21.0,3359.0,677.0,1908.0,642.0,3.0433,3.0
-119.52,34.4,20.0,1834.0,477.0,1305.0,417.0,3.2125,2.0
-121.23,40.29,21.0,3229.0,667.0,1501.0,582.0,2.1524,0.0
-117.18,32.74,20.0,1165.0,269.0,459.0,244.0,3.175,2.0
-118.27,33.95,43.0,1156.0,291.0,1074.0,299.0,1.8814,3.0
-117.48,34.09,32.0,3170.0,630.0,2612.0,580.0,3.6394,0.0
-121.2,38.02,44.0,608.0,108.0,287.0,83.0,3.3882,0.0
-117.94,34.04,36.0,1431.0,354.0,1367.0,334.0,3.5592,3.0
-118.27,34.11,39.0,3825.0,916.0,1378.0,746.0,4.4094,3.0
-121.76,36.75,21.0,1141.0,257.0,671.0,195.0,3.8424,3.0
-118.06,33.91,24.0,4880.0,1044.0,4516.0,1050.0,4.1387,3.0
-122.12,37.37,18.0,1617.0,231.0,555.0,222.0,8.9021,1.0
-117.09,32.75,30.0,1899.0,546.0,1620.0,493.0,1.6034,2.0
-122.15,37.7,36.0,1464.0,244.0,672.0,261.0,3.5547,1.0
-118.3,33.75,48.0,1958.0,386.0,1098.0,380.0,4.625,3.0
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,1.0
-118.14,34.11,52.0,3367.0,545.0,1427.0,535.0,5.2292,3.0
-119.88,34.4,25.0,2741.0,623.0,2272.0,624.0,2.2647,2.0
-118.22,33.89,37.0,797.0,190.0,485.0,166.0,2.7434,3.0
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,1.0
-118.8,34.15,9.0,1143.0,179.0,647.0,180.0,6.8474,2.0
-118.08,33.92,39.0,1631.0,322.0,1034.0,328.0,4.5382,3.0
-122.07,37.36,28.0,4612.0,608.0,1686.0,567.0,10.0346,3.0
-117.07,32.69,29.0,1429.0,293.0,1091.0,317.0,3.4609,2.0
-117.97,33.73,26.0,1694.0,260.0,885.0,279.0,5.0875,3.0
-118.33,33.97,44.0,2526.0,579.0,1423.0,573.0,2.5363,3.0
-117.31,34.08,40.0,2011.0,495.0,1528.0,469.0,1.9375,0.0
-118.28,33.94,38.0,637.0,204.0,679.0,162.0,1.5714,3.0
-118.15,33.89,33.0,2848.0,641.0,2319.0,647.0,3.407,3.0
-118.42,34.2,27.0,3201.0,970.0,3403.0,948.0,2.2377,3.0
-121.06,37.18,30.0,2603.0,507.0,1491.0,473.0,3.0909,0.0
-121.56,39.27,28.0,2332.0,395.0,1041.0,344.0,3.7125,0.0
-118.26,34.07,30.0,929.0,238.0,763.0,214.0,2.5227,3.0
-121.87,37.35,27.0,3500.0,1036.0,3019.0,955.0,2.9222,3.0
-118.19,33.78,8.0,992.0,393.0,694.0,331.0,2.5544,2.0
-120.42,40.38,26.0,1652.0,313.0,762.0,280.0,2.4757,0.0
-120.57,38.35,17.0,1504.0,358.0,661.0,250.0,2.2604,0.0
-117.77,33.72,10.0,2815.0,431.0,1181.0,398.0,6.5743,3.0
-115.96,33.3,27.0,322.0,81.0,112.0,57.0,1.125,0.0
-118.0,33.96,37.0,2414.0,323.0,878.0,305.0,9.1541,3.0
-118.14,33.87,44.0,1607.0,271.0,799.0,283.0,5.084,3.0
-117.97,33.68,26.0,1616.0,292.0,700.0,241.0,5.5105,3.0
-118.36,34.03,38.0,2365.0,638.0,2259.0,607.0,2.0879,3.0
-121.95,37.11,21.0,2387.0,357.0,913.0,341.0,7.736,3.0
-118.32,34.06,52.0,983.0,246.0,578.0,204.0,5.7393,3.0
-118.01,33.97,36.0,1451.0,224.0,608.0,246.0,6.0648,3.0
-118.32,33.88,34.0,1803.0,341.0,947.0,333.0,5.5538,3.0
-122.18,37.68,5.0,2087.0,407.0,840.0,401.0,5.4858,1.0
-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,0.0
-122.2,37.79,35.0,1802.0,459.0,1009.0,390.0,2.3036,1.0
-118.15,34.17,46.0,2553.0,558.0,1740.0,492.0,2.0278,3.0
-117.77,34.07,29.0,2976.0,662.0,2452.0,633.0,3.0638,0.0
-118.35,34.1,18.0,4109.0,1301.0,2103.0,1116.0,2.325,3.0
-117.89,33.82,21.0,1591.0,298.0,904.0,297.0,4.8906,3.0
-118.02,34.11,35.0,2454.0,458.0,1110.0,435.0,3.8029,0.0
-118.75,34.28,27.0,1452.0,251.0,928.0,259.0,4.6908,3.0
-117.74,34.05,29.0,2452.0,700.0,3029.0,665.0,2.1354,0.0
-118.34,34.02,44.0,1527.0,246.0,608.0,245.0,4.0357,3.0
-121.78,37.34,11.0,3195.0,410.0,1774.0,418.0,7.0671,3.0
-118.38,33.86,12.0,4235.0,735.0,1798.0,683.0,6.4242,3.0
-121.47,38.13,13.0,3192.0,715.0,1768.0,626.0,2.2619,0.0
-124.14,40.58,25.0,1899.0,357.0,891.0,355.0,2.6987,3.0
-117.88,33.74,25.0,1799.0,557.0,3416.0,538.0,3.0083,3.0
-122.55,38.02,27.0,4985.0,711.0,1928.0,742.0,6.4978,1.0
-121.25,37.92,19.0,2109.0,427.0,1742.0,426.0,2.4097,0.0
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,1.0
-117.98,33.7,17.0,1989.0,411.0,1401.0,453.0,4.1603,3.0
-118.86,35.9,38.0,298.0,55.0,161.0,47.0,4.125,0.0
-117.09,32.64,24.0,3613.0,973.0,2002.0,931.0,1.947,2.0
-118.3,34.05,44.0,1612.0,650.0,2028.0,593.0,1.9152,3.0
-118.58,34.21,24.0,2642.0,696.0,1649.0,633.0,3.0187,3.0
-121.65,36.66,42.0,4261.0,840.0,2013.0,801.0,3.5288,3.0
-120.16,39.04,18.0,2040.0,402.0,350.0,129.0,4.0313,0.0
-118.32,34.04,48.0,1184.0,328.0,953.0,311.0,2.3526,3.0
-118.31,33.73,36.0,1725.0,295.0,799.0,306.0,5.0874,2.0
-120.43,34.89,28.0,2862.0,478.0,1384.0,463.0,4.6694,3.0
-118.41,33.9,39.0,2040.0,336.0,926.0,351.0,7.5552,3.0
-117.29,33.83,15.0,4173.0,804.0,2393.0,713.0,2.4662,0.0
-122.15,37.46,52.0,1803.0,257.0,683.0,259.0,10.9508,1.0
-118.18,34.05,38.0,3272.0,731.0,3299.0,726.0,2.8295,3.0
-119.76,36.75,41.0,1576.0,417.0,1567.0,366.0,1.2545,0.0
-118.27,33.82,33.0,1596.0,337.0,1650.0,329.0,4.3687,3.0
-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,2.0
-118.35,34.05,46.0,2149.0,451.0,905.0,443.0,2.8841,3.0
-119.23,35.78,8.0,1612.0,343.0,1230.0,330.0,2.1806,0.0
-118.18,33.98,40.0,1698.0,431.0,1280.0,405.0,2.625,3.0
-118.04,34.05,34.0,1058.0,230.0,1043.0,229.0,3.0536,3.0
-118.14,34.1,52.0,4061.0,861.0,2290.0,790.0,2.8919,3.0
-118.09,33.83,36.0,2734.0,448.0,1308.0,441.0,5.9265,3.0
-118.17,34.04,44.0,691.0,155.0,613.0,142.0,1.9667,3.0
-118.42,33.93,28.0,4603.0,993.0,2191.0,943.0,4.5743,3.0
-118.29,33.89,32.0,2355.0,583.0,1605.0,571.0,4.2171,3.0
-117.6,33.45,4.0,2369.0,566.0,996.0,435.0,5.4031,2.0
-118.11,34.07,46.0,1130.0,229.0,698.0,209.0,5.2719,3.0
-121.29,38.76,12.0,1198.0,174.0,443.0,170.0,6.0097,0.0
-117.09,33.13,9.0,5685.0,1442.0,3773.0,1250.0,3.0426,3.0
-117.82,33.89,24.0,2168.0,421.0,1050.0,397.0,4.6172,3.0
-122.46,37.71,52.0,1580.0,337.0,1425.0,330.0,4.0547,2.0
-121.2,37.8,37.0,311.0,61.0,171.0,54.0,4.0972,0.0
-122.27,37.9,42.0,1650.0,274.0,645.0,256.0,5.6228,1.0
-121.38,38.4,15.0,4155.0,637.0,1722.0,616.0,4.8831,0.0
-118.87,34.18,21.0,5661.0,1369.0,3188.0,1308.0,3.4676,3.0
-121.61,37.86,30.0,1428.0,287.0,989.0,287.0,3.691,0.0
-120.93,38.77,9.0,2229.0,355.0,788.0,341.0,5.5111,0.0
-119.29,36.54,18.0,2581.0,628.0,2732.0,592.0,1.8429,0.0
-122.91,39.05,27.0,789.0,208.0,295.0,108.0,3.7667,0.0
-118.17,34.07,37.0,1155.0,225.0,814.0,241.0,3.875,3.0
-118.11,34.02,40.0,1727.0,309.0,932.0,313.0,3.95,3.0
-118.24,34.24,31.0,3812.0,595.0,1645.0,591.0,7.585,3.0
-121.91,37.44,19.0,2174.0,484.0,1645.0,484.0,5.0362,3.0
-117.38,33.2,26.0,1427.0,386.0,974.0,317.0,1.3903,2.0
-122.13,39.74,20.0,1401.0,280.0,668.0,250.0,2.2569,0.0
-122.75,38.5,16.0,4196.0,638.0,1713.0,615.0,5.449,3.0
-122.43,37.73,52.0,1029.0,205.0,461.0,212.0,5.0782,1.0
-119.16,36.28,18.0,2377.0,414.0,1359.0,424.0,4.4,0.0
-118.22,34.09,40.0,1081.0,282.0,970.0,263.0,1.875,3.0
-116.57,34.0,20.0,260.0,67.0,69.0,50.0,3.5208,0.0
-122.12,37.88,35.0,2785.0,362.0,1001.0,363.0,8.0448,1.0
-120.92,38.86,11.0,1720.0,345.0,850.0,326.0,3.2027,0.0
